40.0	0.1	0.1	0.4	-0.8	2.777982071039997e18	0.35	0.2	315.421063	3.46708982	1.0	14.19258051478227	5.324215529127367
40.0	0.1	0.1	0.4	-0.8	1.2046713404367049e19	0.45	0.15	126.339426	8.96068077	1.0	5.651784290496442	5.189715680603829
40.0	0.1	0.1	0.4	-0.8	3.0272540616834473e18	0.275	0.525	235.829553	5.34379466	1.0	10.303413333558836	4.840459735752281
40.0	0.1	0.1	0.4	-0.8	9.56346874671184e18	0.35	0.5	298.368911	2.45474825	1.0	13.834859747678799	4.90240229238814
40.0	0.1	0.1	0.4	-0.8	8.460179764863396e18	0.225	0.375	1233.77021	9.32935773	1.0	37.31708841181686	6.700420182760593
40.0	0.1	0.1	0.4	-0.8	1.7339968286005488e19	0.75	0.425	494.075099	2.79710138	1.0	20.0759920269481	5.390532003077349
40.0	0.1	0.1	0.4	-0.8	1.637544312554727e19	0.35	0.625	601.513154	3.66092893	1.0	23.856632063050583	5.760022819266545
40.0	0.1	0.1	0.4	-0.8	1.4885849442218211e19	0.25	0.35	50.2181379	2.91676336	1.0	2.72633620167571	3.8066713648447523
40.0	0.1	0.1	0.4	-0.8	1.0886259378837981e18	0.4	0.3	100.804447	3.67101708	1.0	4.195996212471902	4.0855819839447225
40.0	0.1	0.1	0.4	-0.8	2.7368886694366295e18	0.3	0.425	260.754564	3.58558733	1.0	11.6736574664194	4.765029836965662
40.0	0.1	0.1	0.4	-0.8	9.143917120226251e18	0.2	0.475	1700.53307	10.369484	1.0	46.02889294508742	6.059068905603052
40.0	0.1	0.1	0.4	-0.8	5.23085217447422e18	0.55	0.325	336.91203	3.50833533	1.0	16.03000366451301	5.070738281667686
40.0	0.1	0.1	0.4	-0.8	5.326618226352794e18	0.35	0.2	254.519442	24.0123621	1.0	13.991284962572475	6.957053060073998
40.0	0.1	0.1	0.4	-0.8	1.6087705575060498e19	0.55	0.1	52.8255928	2.9559036	1.0	2.8423380270409258	3.592474825822599
40.0	0.1	0.1	0.4	-0.8	1.9176841272475277e18	0.3	0.15	62.8184802	6.72032595	1.0	3.0864407826821276	3.408427436972541
40.0	0.1	0.1	0.4	-0.8	1.4900345049151273e19	0.375	0.725	4624.10424	3.48227908	1.0	73.41286785180202	6.993694155360952
40.0	0.1	0.1	0.4	-0.8	1.5206096897987174e19	0.4	0.4	63.2510432	2.44390245	1.0	3.421286977213825	3.5001476683627653
40.0	0.1	0.1	0.4	-0.8	3.882185515678598e18	0.25	0.575	316.038761	1.47627656	1.0	14.323389719732981	5.143484769642911
40.0	0.1	0.1	0.4	-0.8	1.1263845100787788e19	0.45	0.5	410.525604	2.06361154	1.0	18.00460963563603	5.9118405622603625
40.0	0.1	0.1	0.4	-0.8	9.567848289627202e18	0.35	0.15	77.9938947	5.26936465	1.0	3.19666138682921	3.6593295205104988
40.0	0.1	0.1	0.4	-0.8	6.51975681609175e18	0.25	0.75	513.241733	7.54533051	1.0	21.773023773078776	5.889417690224235
40.0	0.1	0.1	0.4	-0.8	1.3545065915914514e19	0.4	0.4	513.728462	2.90116844	1.0	20.760453183736942	5.215979826376687
40.0	0.1	0.1	0.4	-0.8	3.186132762465561e18	0.75	0.35	1174.7939	1.88657097	1.0	37.50342739668567	5.972065232251511
40.0	0.1	0.1	0.4	-0.8	1.105863435404069e19	0.4	0.35	266.282782	2.81959166	1.0	12.26042237123417	4.779280959463891
40.0	0.1	0.1	0.4	-0.8	4.4677197513920804e18	0.3	0.2	3157.30392	8.19045023	1.0	61.721471980333725	5.696295817330446
40.0	0.1	0.1	0.4	-0.8	4.951982234000425e18	0.15	0.2	328.580359	5.48549423	1.0	14.404481165244123	5.465634035004685
40.0	0.1	0.1	0.4	-0.8	1.6941846587401357e19	0.4	0.35	1757.16869	2.65468693	1.0	44.813891019911935	6.002246259522033
40.0	0.1	0.1	0.4	-0.8	1.5023957321520114e19	0.45	0.275	354.53759	2.28467047	1.0	15.740403357899641	5.013165837581361
40.0	0.1	0.1	0.4	-0.8	5.480449998569677e18	0.35	0.2	121.51025	7.39078347	1.0	5.330098903446016	5.17564290813853
40.0	0.1	0.1	0.4	-0.8	3.8705277052349353e18	0.15	0.25	72.8932732	4.16393557	1.0	3.0108216976269575	3.4626751811524428
40.0	0.1	0.1	0.4	-0.8	9.96956439101196e18	0.2	0.65	268.616514	4.90129095	1.0	12.266688737717518	5.253556202827847
40.0	0.1	0.1	0.4	-0.8	1.6970377032828296e18	0.2	0.35	314.354744	9.26283489	1.0	14.717612009844236	5.864152353783503
40.0	0.1	0.1	0.4	-0.8	1.7940538710969907e19	0.4	0.475	52.2369251	2.61122599	1.0	2.8189241857551055	3.86628727352108
40.0	0.1	0.1	0.4	-0.8	9.89242634181631e18	0.25	0.775	1562.06021	18.1919039	1.0	48.01811855415451	8.141861079969136
40.0	0.1	0.1	0.4	-0.8	1.260501224412613e19	0.4	0.45	74.6596698	6.05015141	1.0	3.4040252844069565	4.561558527996494
40.0	0.1	0.1	0.4	-0.8	5.792653017175987e18	0.5	0.25	405.289208	2.17218204	1.0	17.332107488665592	5.1263024304311315
40.0	0.1	0.1	0.4	-0.8	4.244948907991888e18	0.45	0.25	338.004443	3.99302315	1.0	14.689721970563866	5.824126242947667
40.0	0.1	0.1	0.4	-0.8	1.542611590469885e19	0.2	0.425	598.04276	22.9922767	1.0	24.54667402277302	8.221633191364994
40.0	0.1	0.1	0.4	-0.8	7.630017732875942e18	0.15	0.5	86.047144	3.6241427	1.0	3.6852342196286156	3.738972594256861
40.0	0.1	0.1	0.4	-0.8	9.981400144073011e18	0.1	0.15	41.5686864	1.67754812	1.0	3.3639458289619033	3.809046045881413
40.0	0.1	0.1	0.4	-0.8	5.86732146029533e18	0.2	0.3	117.049046	7.49223712	1.0	5.479844454643136	4.554129349016427
40.0	0.1	0.1	0.4	-0.8	1.63167975134734e19	0.15	0.35	62.8038492	3.2366681	1.0	2.9614826426842367	3.270016821678976
40.0	0.1	0.1	0.4	-0.8	5.15282838640152e18	0.35	0.25	63.3671882	5.18266809	1.0	2.8796405729751444	3.0836242789159654
40.0	0.1	0.1	0.4	-0.8	5.078613536848669e18	0.2	0.5	57.9152628	3.18760972	1.0	2.9649210194669826	3.6825845209281787
40.0	0.1	0.1	0.4	-0.8	1.218533856082994e19	0.45	0.4	190.765479	9.08083435	1.0	8.826163150458457	5.154608290825099
