20.0	0.1	0.1	0.4	0.0	9.293343904584856e18	0.3	0.3	18.6238378	10.3688591	1.0	3.868780849592382	4.507811684802231
20.0	0.1	0.1	0.4	0.0	9.29321093198191e18	0.1	0.6	13.4126376	9.39137321	1.0	4.1085123362873155	5.107694026549071
20.0	0.1	0.1	0.4	0.0	6.214528043265208e18	0.4	0.3	18.6523867	28.9224708	1.0	5.442081707168884	6.522373052547179
20.0	0.1	0.1	0.4	0.0	5.454989103422361e18	0.6	0.2	12.1149957	1.85022379	1.0	3.6149469194753805	4.084746066901507
20.0	0.1	0.1	0.4	0.0	2.919962090899929e18	0.35	1.15	18.3201225	17.7995894	1.0	4.798645909134632	5.7581774742214655
20.0	0.1	0.1	0.4	0.0	1.7594989362396408e19	0.4	0.3	21.0809113	1.34066664	1.0	3.8939589355881083	4.9158570956065955
20.0	0.1	0.1	0.4	0.0	1.2192708873217253e19	0.3	0.55	17.7110202	2.27746306	1.0	3.3046638024785873	4.3222215727338265
20.0	0.1	0.1	0.4	0.0	8.830098574807377e18	0.2	0.3	27.7784649	5.14407895	1.0	3.2605215274612824	4.028732601027498
20.0	0.1	0.1	0.4	0.0	1.002863933785796e19	0.25	0.35	18.0814009	2.79090165	1.0	3.2182047159341405	3.5929224189264932
20.0	0.1	0.1	0.4	0.0	9.820781816058642e18	0.65	0.25	7.80795617	2.51163883	1.0	4.836725377842002	5.391927108745558
20.0	0.1	0.1	0.4	0.0	4.3011957570586235e18	0.1	0.2	14.2034749	2.82901914	1.0	3.186157155582677	3.9753902641121472
20.0	0.1	0.1	0.4	0.0	1.4402412722723105e19	0.2	0.4	13.0272157	9.70978267	1.0	3.9005346684941156	5.046912584298701
20.0	0.1	0.1	0.4	0.0	9.990531506872867e18	0.1	0.2	18.081615	1.85860282	1.0	3.434220960924558	3.849672086731887
20.0	0.1	0.1	0.4	0.0	3.4647479020791946e18	0.4	0.2	17.5759526	9.02549133	1.0	3.6951986103341707	4.098141192675253
